locationA,locationB,accessType,through_location
konchalyt,nyerpicha,river,
konchalyt,tadlyeoan,land,
konchalyt,ugolnye,land,
konda,leushinskiy_tuman,lake,
konda,malaya_sosva,land,
konda,syrkovoye,lake,
konda,tuman,lake,
konda,tursunskiy_tuman,lake,
konda,yevra,land,
kondagaon,paralkot,land,
kondagaon,raighar,land,
kondapalli,masulipatnam,river,
kondapalli,nuzvid,land,
kondapalli,peddapalli,river,
kondapalli,undrugonda,land,
kondapalli,wazirabad,river,
kondavidu,macherla,land,
kondavidu,motupalli,land,
kondavidu,peddapalli,land,
kondavidu,vinukonda,land,
konde,maputo,land,
konde,mthethwa,land,
konde,ponta_do_ouro,port,
konde,sodwana_bay,coastal,
konde,swazi,river,
konde,umgungundlovu,land,
kondpoga,lake_konchozero,lake,
kondpoga,lake_lizhmozero,lake,
kondpoga,lake_onega,lake,
kondpoga,lake_palvozero,lake,
kondpoga,lake_sandal,lake,
kondpoga,lindjarvi,river,
kondpoga,pryazha,land,
kondpoga,semcojarvi,land,
kondpoga,shuya_karelia,river,
konduga,mandaragirau,river,
konduga,mora_cam,land,
kondurcha,koshki,land,
kondurcha,morkvash,land,
kondurcha,samara,land,
kondurcha,sergiyevsk,land,
kondurcha,stavropol_na_volge,land,
konergino_coast1,medvezh_ye_bay2,sea,
konergino_coast1,north_pacific_high_sea88,sea,
konergino_coast1,north_pacific_high_sea92,sea,
konergino_coast1,reka_tumanskaya,sea,
konergino_coast1,rykuul,port,
konergino_coast1,ugolnye,coastal,
konergino_coast1,unazigmit,port,
konergino_coast1,valkall_an,coastal,
konergino_coast1,zaliv_kresta,sea,
konevets,korela,land,
konevets,kyyrola,river,
konevets,lake_ladoga,lake,
konevets,lake_otradnoye,lake,
konevets,toksovo,land,
kong,korhogo,land,
kong,loropeni,land,
konga,ronneby,land,
konga,solvesborg,land,
konga,uppvidinge,land,
konga,vaxjo,land,
kongal_boyal,kongal_marawar,land,
kongal_boyal,yuat,land,
kongal_marawar,mandurah,land,
kongal_marawar,two_rocks,coastal,
kongal_marawar,wedge_shore_australia,port,
kongal_marawar,yuat,land,
kongashuk,krusenstern_lagoon,port,
kongashuk,kuugaaluk,land,
kongashuk,shishmarev_inlet,coastal,
konghalla,lodose,land,
konghalla,uddevalla,land,
konghalla,utlandet,river,
kongkok_bay,north_pacific_high_sea44,sea,
kongkok_bay,north_pacific_high_sea47,sea,
kongkok_bay,savoonga,port,
kongkok_bay,sevuokuk_point,sea,
kongkok_bay,sivuqaq,coastal,
kongsberg,sande,land,
kongsberg,skien,land,
kongsvinger,nordmark,land,
kongsvinger,ski,land,
kongsvinger,trogstad,river,
kongwei,mengding,land,
kongwei,rouyuan,land,
kongwei,ta_shwe_htan,river,
kongwei,zhenkang,river,
konigsberg,labiau,land,
konigsberg,vistula_lagoon,port,
konigsberg,wehlau,land,
konigshofen,mellrichstadt,land,
konigshofen,schleusingen,land,
konildi,kusmuryn,lake,
konildi,lake_koybagar,lake,
konildi,saryozen,river,
konildi,siberia_tenteksor,land,
konildi,zhanshura,lake,
konildi,zharkol,river,
konin,lad_konin,river,
konin,radziejow,land,
konin,trzemeszno,land,
konin,turek,land,
konitsa,siatista,land,
konjic,livno,land,
konjic,nevesinje,land,
konjic,ustikolina,land,
konjic,vrhbosna,land,
konjikala,raz,land,
konjikala,shirvan_iran,land,
konkoure,port_loko,river,
konkoure,rio_pongo,land,
konkoure,scarcies,river,
konkoure,timbo,land,
konkoure,yagala,river,
konkow,maidu,land,
konkow,mountain_maidu,land,
konkow,river_nomlaki,river,
konkow,yahi,land,
konkudera,kyakhtinskii,river,
konkudera,osenny,river,
konkudera,taksimo,land,
kono,macenta,river,
kono,segbwema,river,
kono,yagala,land,
kono,yonibana,land,
konrapa,mengen,land,
konrapa,mudurnu,land,
konski_vody,kuchugur,river,
konski_vody,tokmak,land,
konski_vody,tomakivka,land,
konso,liban,land,
konso,omo,land,
konso,soddo,land,
konstantinovka,novopskov,land,
konstantinovka,rossosh,land,
konstantinovka,rovenki,land,
konstantinovsk,semikarakorsk,river,
konstantinovsk,shakhty,river,
konstantinovsk,tatsinskaya,land,
konstantinovsk,ust_tsimla,land,
konstanz,lake_constance,lake,
konstanz,schaffhausen,land,
konstanz,stockach,land,
kontagora,kotonkoro,land,
kontagora,kulfo,land,
kontagora,tegina,land,
kontagora,yauri,river,
kontagora,zuru,land,
kontcha,kwararafa,river,
kontcha,lau,land,
kontcha,poli,river,
kontcha,tignere,land,
kontcha,yola,river,
konwargaon,lakhimpur,river,
konwargaon,malinithan,river,
konwargaon,subansiri,land,
konya,ladik,land,
konya,obruk,land,
konyovo,navolok,river,
konyovo,shalakusha,land,
konyovo,vershinino,land,
konyovo,volosovskaya,land,
koo,ubiqua,land,
kooapudna,north_spencer_gulf,port,
kooapudna,pamkala,land,
koochiching,mesabi,land,
koochiching,miskwaagamiiwi,river,
koochiching,neemannee,river,
koochiching,winnibigoshish,land,
kooinkill,kromelak,land,
kooinkill,latje_latje,land,
kooinkill,ngargad,land,
koop_ticutta,kupadokado,land,
koop_ticutta,toedokado,land,
koosharem,pio_gwut,land,
koosharem,tooele,land,
koosharem,unkagarit,land,
koostaaka,maanaagi_iixodagish,river,
koostaaka,osukyuze,land,
koostaaka,suktogeja_o_ipa,land,
koostaaka,waahukaahaanu,land,
kopolque,koy_aike,land,
kopolque,lee,land,
kopolque,nehuen_mulfun,land,
kopolque,pari_aike,land,
kopolque,sengel,river,
koponovo,putyatino,river,
koponovo,shilovo,land,
koponovo,tuma,river,
koporye,martyshkino,land,
koporye,moloskovitsa,land,
koporye,soikino,land,
koppal,mudgal,land,
koppal,puvina_padangile,river,
koppal,vijayanagar,river,
koppi,samarginka,land,
koppi,uninka,land,
koppo,korsholm,land,
koppo,sastmola,land,
koppo,storkyro,land,
koprivnica,segesd,river,
koprivnica,varazdin,river,
koprivnica,virovitica,river,
koprivnica,zalaegerszeg,river,
koptam,mavliberda,land,
koptam,shagiz,land,
koptam,tas_kichu,land,
koptam,uil,land,
koptyuga,ust_chulasa,river,
kopys,mogilev,river,
kopys,orsha,river,
kopys,tyatseryn,land,
kopyshche,korosten,land,
kopyshche,lelchytsy,land,
kopyshche,olevsk,land,
kopyshche,ovruch,land,
kopyshche,stodolichi,land,
kopyshche,yemilchyne,land,
koraveka,mbia,river,
koraveka,otuke,river,
koraveka,paikoneka,river,
koraveka,saipuru,river,
koraveka,tunupegosode,land,
korbach,melsungen,land,
korbach,warburg,land,
korbach,ziegenhain,land,
korcula_strait,lastovo_island_wasteland,coastal,
korcula_strait,makarska,port,
korcula_strait,metkovic,port,
korcula_strait,slano,port,
korcula_strait,tremiti_islands,sea,
korea_bay,taedong_river_mouth,sea,
korea_bay,waichangshan_islands,sea,
korea_bay,yalu_river_mouth,sea,
korela,kurkijoki,land,
korela,lake_ladoga,lake,
korenevo,kovernino,land,
korenevo,unzha,river,
korenevo,vasilyeva_sloboda,land,
korenevo,yuryev_povolzhsk,river,
korets,kostopil,land,
korets,novohrad_volynskyi,land,
korets,rivne,land,
korets,viry,land,
korets,yemilchyne,land,
korgan,moiynty,land,
korgan,zhuban_ana,land,
korhogo,morondo,land,
korhogo,tengrela,land,
korientze,ngouma,land,
korientze,safare,river,
korientze,sanga,river,
korika_bay,maintirano,port,
korika_bay,mozambique_channel10,sea,
korika_bay,mozambique_channel4,sea,
korika_bay,saint_andre_cape,sea,
korit,tabas_al_tamr,land,
korkina_sloboda,kyzylzhar,river,
korkina_sloboda,tyukalinsk,land,
korkina_sloboda,vikulovo,river,
kormend,nagykanizsa,land,
kormend,olsnica,land,
kormend,szombathely,land,
kormend,vasvar,land,
kormend,zalaegerszeg,land,
korneuburg,krems,river,
korneuburg,mistelbach,land,
korneuburg,tulln,river,
korneuburg,vienna,river,
koro,morondo,land,
koro,odienne,river,
koro,seguela,land,
koro,touba,river,
koro_sea,lakeba,coastal,
koro_sea,moala,coastal,
koro_sea,moala_atoll,coastal,
koro_sea,moce_coast,sea,
koro_sea,navatu_reef,coastal,
koro_sea,ngau,port,
koro_sea,savusavu_bay,sea,
koro_sea,totoya_atoll,coastal,
koro_sea,vanua_balavu_atoll,coastal,
koro_sea,vanua_balavu_coast,sea,
koro_sea,vatulele_coast,sea,
koroa,mosco,land,
koroa,quigualtam,land,
koroa,sacchuma,land,
koroa,tiou,river,
koroa,yazoo,river,
koroc,navchak,land,
koroc,tupirvialuit,land,
korocha,manturovo_kursk,land,
korocha,oskol,land,
korocha,vovchansk,land,
korosten,malyn,land,
korosten,mychesk,land,
korosten,yemilchyne,land,
korosten,zhytomyr,land,
korostyshiv,mychesk,land,
korostyshiv,zdvizhen,land,
korostyshiv,zhytomyr,land,
korpilombo,mourionska,land,
korpilombo,pajala,river,
korra,makanpur,land,
korra,rath,river,
korra,unnao,river,
korsholm,kvarken,port,
korsholm,storkyro,land,
korsholm,vora,land,
korsun,lebedyn,land,
korsun,pereiaslav,land,
korsun,smila,land,
korsun,zolotonosha,land,
korsun,zvenyhorodka,land,
korti,shemkhiya,river,
kortkeros,koygorodok,land,
kortkeros,ukhta,river,
kortkeros,ust_kulom,river,
kortkeros,ust_sysola,river,
kortkeros,ust_vym,land,
kortriik,lille,land,
kortriik,ostend,land,
kortriik,oudenaarde,land,
kortriik,tournai,land,
kortriik,ypres,land,
kortuz,krasnoyarsk,land,
kortuz,novosyolovo,river,
kortuz,tatarskaya_tesyu,land,
korusi,kulanapan,land,
korusi,onasatis,land,
korusi,river_nomlaki,land,
korusi,suisin,land,
korusi,yo_loy,land,
korutla,nirmal,river,
korutla,ramagiri,land,
korutla,vemulawada,land,
korutla,yegaladapa,land,
korvala,posio,river,
korvala,ranua,river,
korvala,rovaniemi,river,
korvala,savukoski,land,
korvala,sodankyla,land,
koryazhma,krasny_bor,land,
koryazhma,lalsk,land,
koryazhma,pyras,land,
koryazhma,uftyuga,land,
koryazhma,veliky_ustyug,land,
koryazhma,yarensk,river,
kosa,renk,river,
kosa,teqali,land,
kosa,waylula,river,
kosalu,saluda,land,
kosalu,selkehatchie,river,
kosalu,wahachee,river,
koscian,rawicz,land,
koscian,srem,land,
koscian,wschowa,land,
koscierzyna,mirochowo,land,
koscierzyna,tczew,land,
koscierzyna,tuchola,land,
kosciusko_bank,kosciusko_coast_1,coastal,
kosciusko_bank,kosciusko_coast_2,coastal,
kosciusko_bank,macaw_coast_1,coastal,
kosciusko_bank,macaw_coast_2,coastal,
kosciusko_bank,niuoku_coast_2,coastal,
kosciusko_coast_1,niuoku_coast_2,sea,
kosciusko_coast_1,tuvalu_high_sea_12,sea,
kosciusko_coast_1,tuvalu_high_sea_9,sea,
kosciusko_coast_2,macaw_coast_1,sea,
kosciusko_coast_2,macaw_coast_2,sea,
kosciusko_coast_2,niuoku_coast_2,sea,
koshi,nishikanbara,river,
koshi,west_sado,port,
koshiki_islands,koshikishima,coastal,
koshiki_islands,noma_cape,sea,
koshikishima,noma_cape,coastal,
koshira,lopasnya,river,
koshira,przemysl_moscow,land,
koshira,rostislavl_ryazansky,land,
koshkar_ata,masat_ata,land,
koshkar_ata,temir_baba,land,
koshki,melekess,land,
koshki,sergiyevsk,land,
koshki,stavropol_na_volge,land,
koshkonong,mendota,land,
koshkonong,pecatonica,land,
koshkonong,pecatonica_wi,land,
koshoy_korgon,naryn,land,
kosi,purnia,land,
kosi,saharsa,land,
kosi,vijayapur,river,
kosice,levoca,land,
kosice,presov,land,
kosice,satoraljaujhely,land,
kosice,zemplin,land,
kosichkoj,soltsy,land,
kosichkoj,svinort,land,
kosichkoj,tesov,land,
kosichkoj,zaplyusye,land,
kosiv,putna,land,
kosiv,sniatyn,land,
kosiv,storozhynets,land,
koskoak,kuujjuaq,river,
koskuduk,sam,land,
koskuduk,ushkan,land,
koskuduk,ust_yurt_lakes,lake,
koskuduk,zhaksy_karasay,land,
kosoge,tembesha,land,
koson,muborak,land,
koson,nasaf,land,
koson,samarkand,land,
koson,tim_samarkand,land,
kosozhichi,kursk,land,
kosozhichi,olgov,river,
kosozhichi,rylsk,river,
kosrae,kosrae_coast,port,
kosrae_coast,kosrae_high_sea_1,sea,
kosrae_coast,kosrae_high_sea_2,sea,
kosrae_coast,kosrae_high_sea_3,sea,
kosrae_coast,kosrae_high_sea_4,sea,
kosrae_coast,pohnpei_high_sea_1,sea,
kosrae_coast,ralik_high_sea_15,sea,
kosrae_high_sea_1,kosrae_high_sea_3,sea,
kosrae_high_sea_1,ralik_high_sea_15,sea,
kosrae_high_sea_2,kosrae_high_sea_4,sea,
kosrae_high_sea_2,ralik_high_sea_13,sea,
kosrae_high_sea_2,ralik_high_sea_14,sea,
kosrae_high_sea_2,ralik_high_sea_15,sea,
kosrae_high_sea_3,pacific_kuro_current13,sea,
kosrae_high_sea_3,pohnpei_high_sea_1,sea,
kosrae_high_sea_4,mokil_coast,sea,
kosrae_high_sea_4,pohnpei_high_sea_1,sea,
kosrae_high_sea_4,ralik_high_sea_11,sea,
kosrae_high_sea_4,ralik_high_sea_14,sea,
kostenets,samokov,land,
kostenets,stipon,land,
kostenets,strelcha,river,
kostenets,tsepina,river,
kostopil,peresopnytsya,land,
kostopil,rivne,river,
kostopil,stepan,river,
kostopil,viry,land,
kostroma,lyubim,river,
kostroma,nerekhta,river,
kostroma,ostrovskoye,land,
kostroma,sudislavl,land,
kostroma,yakovlevskoye_bolshoye,land,
kostroma,yaroslavl,river,
koszalin,pommeranian_coast,port,
koszalin,slawno,land,
kot_addu,multan,river,
kot_addu,sitpur,river,
kot_lalu,mansura,river,
kot_lalu,moro_sindh,river,
kot_marot,mir_garh_qila,land,
kota,mangrol,river,
kota,rampura,river,
kota,shahabad,river,
kota_kapur,pangkalpinang,land,
kota_kapur,sekanah_bay,coastal,
kota_marudu,kudat,land,
kota_marudu,paitan_bay,port,
kota_marudu,sugut,land,
kota_pinang,kubu_rokan,land,
kota_pinang,pannai,river,
kota_pinang,tambusai,land,
kota_rentang,tamiang,land,
kotabumi,lampung,land,
kotabumi,menggala,river,
kotabumi,tiyuh_tuha,river,
kotagad,phulbani,land,
kotagad,udayagiri_kotagad,land,
kotalipara,qasba,land,
kotawaringin_bay,kotawaringin_lama,port,
kotawaringin_bay,kumai,port,
kotawaringin_bay,seruyan,coastal,
kotawaringin_lama,kumai,land,
kotelva,okhtyrka,land,
kotelva,opishnya,land,
kotelva,zmiiv,land,
kothagudem,mangapet,river,
kothagudem,nuzvid,land,
kothagudem,rampa,river,
kothagudem,rekapalle,river,
kotonkoro,tegina,land,
kotonkoro,zuru,land,
kotor,onogost,land,
kotor,trebinje,land,
kotosh,rupharupha,river,
kotovo,rudnya_pontic,land,
kotovo,zenzevatka,land,
kotpad,malkangiri,river,
kotpad,nandapur,river,
kotpad,nowrangapur,river,
kotri,naserpur,river,
kotri,ranikot,river,
kotri,sonda,land,
kotri,thatta,land,
kottarakkara,pandalam,land,
kottarakkara,tenkasi,land,
kottarakkara,thiruvananthapuram,land,
kotte,negombo,land,
kotte,ratnapura_LKA,land,
kotte,sitavaka,land,
kotto,mobaye,land,
kotto,uele_ca,river,
kouande,nikki,land,
kouande,pama,land,
kouande,sansanne_mango,land,
kouande,sori,land,
kouande,tambaga,river,
kouande,tirekka,river,
kouate,laurentian_massif,land,
kouate,outapimiskou,river,
kouate,saguenay_fjord,port,
kouate,tadoussac,river,
kouate,taoondewake,land,
kouchibouguac,miramichi,land,
kouchibouguac,miramichi_bay,coastal,
kouchibouguac,richibucto,land,
kouchibouguac,seeboosis,land,
koudougou,leo,land,
koudougou,ouagadougou,land,
koudougou,zondoma,land,
kougouri,nungu,land,
kougouri,tenkodogo,land,
kouka,kurita,land,
kouka,kuse,land,
kouka,mie,land,
kouka,suzuka,land,
koulikoro,nyamina,river,
koulikoro,segou,land,
koulikoro,tabou_m,land,
koumbi_saleh,sahel_corridor05,land,
koumbi_saleh,south_erg_amatlich,land,
koumbi_saleh,timbedra,land,
koure,libore,land,
koure,loga,land,
koure,say,land,
kourim,kutna_hora,land,
kourim,mlada_boleslav,river,
kourim,podebrady,river,
kourim,prague,river,
kourouninkoto,sandare,land,
kouroussa,labe,land,
kouroussa,nounkonkan,river,
kouroussa,timbo,river,
koushi,mashiki,land,
koushi,tamana,land,
koutiala,niantjila,land,
koutiala,san,land,
koutiala,sanekuy,land,
koutiala,sanzana,land,
kovda,lake_kovdozero,lake,
kovda,lake_notozero,lake,
kovda,lake_tishkeozero,lake,
kovda,raivke,land,
kovda,varzuga_estuary,port,
kovel,liuboml,land,
kovel,melnytsya,land,
kovel,ratne,land,
kovel,rozhyshche,land,
kovel,shatsk,land,
kovel,turiisk,land,
kovernino,semyonov,land,
kovernino,unzha,land,
kovernino,varnavino,land,
kovin,modos,land,
kovin,pancevo,land,
kovin,semlacu_mare,land,
kovin,smederevo,river,
kovran,okhosk_coast10,port,
kovran,okhosk_coast7,coastal,
kovran,sedanka,land,
kovran,tigil,land,
kowal,leczyca,land,
kowal,radziejow,land,
kowal,wloclawek,river,
koy_aike,puyu_huapi,land,
koy_aike,puyuguapi_channel,port,
koy_aike,sengel,land,
koyda,kuloy,land,
koyda,orlov_cape,coastal,
koyda,verkhnyaya_zolotitsa,land,
koyeti,pitkachi,land,
koyeti,tachi,land,
koyeti,tulare_lake,lake,
koyeti,tulumni,land,
koyeti,yawdanshi,land,
koygorodok,obyachevo,land,
koygorodok,ust_sysola,land,
koygorodok,vizinga,river,
koyoongkawi,maidu,land,
koyoongkawi,mechoopda,land,
koyoongkawi,river_nomlaki,land,
koyoongkawi,yo_loy,river,
koyoongkawi,yupu,land,
koyu,kuma,land,
koyu,naka_hyuuga,land,
koyu,nishimorokata,land,
koyu,nishiusuki,land,
koyu,udo_cape,port,
koyukuk,ruby,river,
koyulhisar,mesudiye,land,
koyulhisar,niksar,river,
koyulhisar,sebinkarahisar,river,
koyulhisar,tokat,land,
kozara,srb,land,
kozelets,lutava,land,
kozelets,oster,river,
kozelets,yahotyn,land,
kozelets,yaroslavka,land,
kozelj,kucevo,land,
kozelj,ravno,land,
kozelj,stalac,land,
kozelj,svrljig,land,
kozelj,vidin,land,
kozelj,visesav,land,
kozelsk,meshchovsk,land,
kozelsk,rzhavets,river,
kozelsk,usty,land,
kozelsk,vorotynsk,river,
kozelsk,yukhnov,land,
kozhevnikovo,krivoshchekovo,river,
kozhevnikovo,melnikovo,river,
kozhikode,malapuram,land,
kozhikode,ponnani,land,
kozhikode,thalassery,land,
kozle,opole,river,
kozle,prudnik,land,
kozle,raciborz,river,
kozle,strzelce_opolskie,river,
kozle,toszek,land,
kozlov,ryazhsk,land,
kozlov,staroyuryevo,land,
kozlov,tambov,land,
kozlov,ust_stanovykh_ryas,land,
kozlov_vyazma,mozhino,river,
kozlov_vyazma,orekhovna,river,
kozlov_vyazma,sychyovka,land,
kozlov_vyazma,trufany,land,
kozlov_vyazma,vyazma,land,
kozlov_vyazma,zhulino,river,
kozluk,mayyafariqin,land,
kozluk,sason,land,
kozluk,siirt,land,
kozmin,milicz,land,
kozmin,ostrow_wielkopolski,land,
kozmin,pleszew,land,
kozmin,pyzdry,land,
kozmin,rawicz,land,
kozmin,srem,land,
kozmodemyansk,krasnye_baki,land,
kozmodemyansk,sharanga,land,
kozmodemyansk,vasilsursk,land,
kozmodemyansk,voskresenskoye,river,
kozmodemyansk,yoshkar_ola,land,
kozuchow,szprotawa,land,
kozuchow,zagan,land,
kozuchow,zielona_gora,river,
kozyrevsk,krutogorovskiy,land,
kpalime,notse,land,
kpalime,yeji,land,
kra_buri,kraburi,port,
kra_buri,phuket_coast,sea,
kra_buri,southern_mergui_archipelago,sea,
kra_buri,takua_pa,coastal,
krabi,phang_nga_bay,port,
krabi,takua_pa,land,
krabi,tha_tong,land,
krabi,trang,land,
krabi,wiang_sa,land,
kraburi,prasong,land,
kraburi,takua_pa,land,
kracheh,phnom_santuk,land,
kracheh,sampheak_borak,river,
kracheh,tboung_khmum,river,
kraho,mansinha,land,
kraho,mehin,river,
krakow,ksiaz_wielki,land,
krakow,oswiecim,river,
krakow,proszowice,river,
krakow,wieliczka,land,
kramuon_sa,or_keo,land,
kramuon_sa,pouthi_loeu,land,
kramuon_sa,rach_gia_bay,coastal,
kramuon_sa,srok_khleang,land,
kramuon_sa,toek_khmau,land,
kramuon_sa,u_minh_coast,port,
kran,lovech,land,
kran,plovdiv,land,
kran,sliven,land,
kran,stipon,land,
kran,strelcha,land,
kran,tryavna,land,
kranj,lasko,river,
kranj,ljubljana,river,
kranj,novo_mesto,land,
kranj,skofja_loka,river,
krasavino,kunozh,river,
krasavino,ledengskoye,land,
krasavino,nikolsk,river,
kraslava,makonkalns,land,
krasnaya_gorka,mesyagutovo,land,
krasnaya_gorka,ufa,river,
krasnaya_gorka,ust_katav,land,
krasnoe,kreva,land,
krasnoe,minsk,land,
krasnoe,rakau,land,
krasnoe,vileyka,land,
krasnopillia,okhtyrka,land,
krasnopillia,rakitnoye,land,
krasnopillia,sudzha,land,
krasnopillia,sumy,land,
krasnoslobodsk,lukoyanov,land,
krasnoslobodsk,ruzayevka,land,
krasnoslobodsk,sarov,land,
krasnoslobodsk,tarbeevka,land,
krasnoslobodsk,temnikov,river,
krasnoufimsk,mesyagutovo,river,
krasnoufimsk,suksun,land,
krasnoyarsk,novosyolovo,river,
krasnoyarsk,yemelyanovo,river,
krasny,monastyrshchina,land,
krasny,rudnya,river,
krasny,smolensk,river,
krasny_bor,uftyuga,river,
krasny_bor,veliky_ustyug,river,
krasny_bor,verkhnyaya_toyma,land,
krasny_bor,voznesenskoye,land,
krasny_kut_pontic,mokrous,land,
krasny_kut_pontic,piterka,land,
krasny_kut_pontic,pokrovsk,land,
krasny_kut_pontic,rovnoye,land,
krasny_kut_pontic,savinka,land,
krasny_sulin,rovenky,land,
krasny_sulin,shakhty,land,
krasny_sulin,taganrog,land,
krasny_sulin,tana,land,
krasny_yar,zamyany,land,
krasnyano,lake_krasnoye,lake,
krasnyano,reka_tumanskaya,port,
krasnyano,tavayveem,land,
krasnye_baki,semyonov,land,
krasnye_baki,sharanga,land,
krasnye_baki,uren,land,
krasnye_baki,varnavino,river,
krasnye_baki,voskresenskoye,river,
krasnystaw,lublin,land,
