location,status,good_results
cam_hoa,good result,tuyen_hoa|apt|eso
rozhyshche,good result,dubno|chortoryisk
zerbst,good result,wittenberg|calbe|burg
caparo,good result,abe|arechuna|sarare|suripa
mussumba,good result,kabebe|shana_bukanda
minna,good result,lapai|zuba
ado_ekiti,good result,po|ikere|ilesa|oshogbo
macon,good result,chalon_sur_saone|beaujeu|trevoux
alferovskaya,good result,ileza
igboho,good result,ikoyi
hazelton,good result,kong|pohoko_ikkatee
iagodnoie,good result,arga_tas_upplands|kolyma_highlands
jiaohua,good result,bazhai|jiaha|xisa
tolz,good result,garmisch|andechs
yeongwon,good result,deokju|western_korean_mountains1
ewksikni,good result,mbosaksawaas|kidutokado
guancheng,good result,yuancheng|ami|linying|one
bahraich,good result,gonda|biswan|firuzabad_bahraich|salianah
choiseul,good result,chatillon_sur_seine|langres
kernave,good result,kaunas|trakai|vilnius
paltamo,good result,utajarvi|oulujarvi|sotkamo
bolkhov,good result,mtsensk
chemal,good result,sekili
deir_ez_zor,good result,rahba|busayrah|tabqah
tussahaw,good result,coweta|pakanahuili
manigango,good result,ganze|trotsang
ahrweiler,good result,mayen|siegburg|wied
conkouati,good result,bapunu|nyanga
ipholhhelhlhup,good result,nemby|kuarepoti|enxet|aseptiketiheylhets|tacshic
srinagar,good result,pulawama
dingyuan,good result,shizhao|nanchong
tadbaba,good result,gannata_giyorgis|tsana|debra_warq
zhulino,good result,demensk|kozlov_vyazma
cibagalaax,good result,siberian_tundra_4|kulun_olbut|xonuu|soboloox
hytop,good result,callamaco|koasati
timbira,good result,itapecuru|gurgueia|uruaitis|potyguara|poti
kassala,good result,tesenei|atbara|ed_damer|quz_rajab
sachchaa_mukku,good result,sarkajpa|mizque|arque|lluska_mountain
mymensingh,good result,kapasia|muktagacha
axum,good result,waldeba|debarq|abiy_addi|shire
bayali,good result,abe|kanolu|yeppoon_coast
miyaneh,good result,aghkand|khalkhal|ia|miyaneh|ia|ani|otun|oban
tirkong,good result,metog|siang
husi,good result,iasi|targul_saratii|targu_lapusnei
ofoti,good result,sarek|hamaroy
sagar,good result,ou|makhtal|raichur|mudgal|talikota|chitapur|kembhavi
nizhelskoe,good result,toropets|ilyino
toumodi,good result,ngokro|daoukro|cosrou|abengourou
caftacha,good result,okeloussa|eianamogola
nat_oot_en,good result,nadleh_whuten|na_taw_bun_kut
jintan,good result,liyang|danyang
artah,good result,idlib|lahe
mengxian,good result,jiyuan|wenxian|gongxian|mengjin
lussuna,good result,nguera|lukuga
bengmara,good result,dibrugarh|sadiya|gomsi|tengapani
sioma,good result,bombwi|katima
pingxiang_pingxiang,good result,longzhou_longzhou|that_nguyen
shuicheng,good result,xinxing|xibao|huozhu|kedu|wusa
lubefu,good result,congo_jungle|tetela_boa|ikongo_boa|lukenie
oskelaneo,good result,opiticiwan
mahi_kulan,good result,makulu
matawin,good result,abe|wayagamac|shawinigan|po|mekinac
chyorny_yar,good result,srednyaya_akhtuba|nikolskoye_pontic
tollin,good result,achomawi
surgut,good result,bolshoy_balyk|megion
yuririapundaro,good result,acambaro|angamacutiro|xiriquitzio|penlamu
chambery,good result,belley|grenoble|ia|saint_jean_de_maurienne|la_tour_du_pin
sofala,good result,ia|chiveve|zembe|chikwanda|ye|beira_estuary
wekwee_ti,good result,wa|wekweeti_lake
amahami,good result,awatixa
boeny,good result,mahajambe_bay|befandriana|tsaratanana
west_makhuwa,good result,east_makhuwa|south_shirima
tabou_m,good result,banamba
kaipokok,good result,agvituk|labrador_highlands
hengyang,good result,hengshan|xincheng
korti,good result,ed_debba|shemkhiya|karima
raznezhye,good result,khakhaly|voskresenskoye
thantlang,good result,ou|hakha|mara_india
champaner,good result,baroda|ashaval|ou|aya|modasa|baria
balya,good result,gonen|manyas
gaamiskwaabikaang,good result,chequamegon_bay|nemadji
nsolu,good result,bumbe|ambriz
wloclawek,good result,lipno|inowroclaw|kowal
schaffhausen,good result,kyburg
hsipaw,good result,namhsan|kyaukme
barquisimeto,good result,gayon|nirgua|hacarigua
gambo,good result,wej|maldarede|dima
poznan,good result,srem|oborniki|sroda_wielkopolska
tappan,good result,manhattan|po|nochpeem|wa|ena
bi_pi,good result,yola|lau|gombe
jinkou,good result,hanyang|raz|jiangxia|jiayu
changqing,good result,pingyin|donge|licheng
garmisch,good result,bent|schwaz|tolz
dongming,good result,puyang|changyuan|lanyang|jiyin|ou
lango,good result,pubungu|pawir|lake_kyoga
omoloon,good result,omchikan_range|kolymskoie|achaka|xalima
fuentiduena,good result,aranda_de_duero
jhanjharpur,good result,chaudandi|madhubani
shardonem,good result,verkola|pokshenga|chakola
shipshaw,good result,chicoutimi|po|outapimiskou
sihui,good result,sanshui
manzushir,good result,urga|tuul
tses_tsembai,good result,kitsai|tenawa
nottaway,good result,soscumica|missicabi
adena,good result,warioto
galati,good result,cudalbi|reni|braila|ramnicu_sarat|isaccea
sao_leopoldo,good result,lagoa_vermelha|ou|ami|ye|vacaria|patos|jacui|lom|ye|san_antonio_patrulha
anais,good result,ou|buriti|itapiracaba|akwen|jaiba|janauba|montes_claros|pinheiro
kyubyainde,good result,terbyas|kyulekyan
gazanjyk,good result,faraveh|karakum_desert2
djougou,good result,kouande|sabe
syvlyush,good result,nagyecsed|khust|beregovo
cherven,good result,lar|giurgiu|zimnicea|nikopol|ruse|one|ia|coree|apt
ust_kuloy,good result,velsk|ye|verkhovazhye|shangaly
cestos,good result,guinean_jungle|bloobarra_point
feixian,good result,sishui
xinhui,good result,shunde|nanhai|wa|gaoming|ia
cuauhchinanco,good result,ameca|ahuacatlan|hostoticpac
shouchun,good result,huoqiu|ye|xiacai|porte|yingshang
kagawask,good result,ia|moosonee|wawiyastan|kwetabohigan
bauska,good result,jelgava|birzai|linkava|ely|ia
lalibela,good result,ye|fez|north_east_ethiopian_mountains|debre_tabor|sokota|debarq
ganatchio,good result,pelee_island|ia|ia|ket|ars|eko|lake_st_clair|ia|foix|wa|ganatchio|ia|ath|tak|ye|kaf|wa|kem|otun|ia|tom|ia
kula,good result,gordes|gediz
xiangcheng,good result,taihe|wanqiu|nandun
tizounine,good result,tamdoult|assa
qingshen,good result,longyou_jiading|meizhou
zhargalakh,good result,ia|sakkyryr|ars|tenki|ou|dulgalakh|siberian_hills_8
leko,good result,aspet|palembang|musi|hall
nenagh,good result,lough_derg|castleconnell|ia|nenagh|acre|kem|otun
liribamba,good result,hambatus|sangay_volcano
bruck_leitha,good result,vienna|ganserndorf|bratislava
otas,good result,timana|coyaima
jijial,good result,dasu|baligram
lamalama,good result,mutumui
zhaldama,good result,saryozen|atbasar|ia|zhaldama|kem|otun|oban
shybyndy,good result,bozok_astana|abe|shybyndy|kem|otun
noris,good result,mayaba|sotachiro|ye|nechi
kitsai,good result,nokoni|tanimuu|taovaya|tses_tsembai
kelheim,good result,ye|pfaffenhofen|regensburg|straubing
mayang,good result,chenxi|tongren
borac,good result,srebrenica|ustikolina|pljevlja
thessaloniki,good result,giannitsa|ou|thermaic_gulf
akkesene,good result,baba_ata|saudakent|sarvaslyk
escurial,good result,puebla_de_alcocer|medellin
balasagun,good result,kysmyci|ye|soltobe|balykchy|ou|epe
tongjiang,good result,taiping|zengkou
tumatumari,good result,berbice|essequibo_jungle|guayana_jungle
benin,good result,ughoton|uromi
dengfeng,good result,yangdi
katumbele,good result,abe|cuima|po|caconda
kenogamissi,good result,has|mattagami|wau|buskegau|ou
macaya,good result,oruro|pukara|wankani|ia
esztergom,good result,hont|buda|komarom
kolosovka,good result,tara|omsk|gorkovskoye
merano,good result,bolzano|silandro|ia
raipur_bengal,good result,barabhum|chandrakona|hijli|ghatsila
korientze,good result,safare|dogo|sanga
haranka,good result,barawa|buale|jilib
mysore,good result,narsipur
bronnitsy,good result,odintsovo|vysokoye
ayerou,good result,kokorou|kukiya
malaimbandy,good result,midongy|miandrivazo|tsimanandrafozana
makonde,good result,tungi|central_meetto|somana|south_meetto
kontagora,good result,bussa|yauri
malaryta,good result,brest_litowsk|wlodawa|ugrovesk
dedesi,good result,bor|umngazi
dongguan,good result,ani|guangzhou|panyu|guishan|boluo|zhengcheng|boe|pearl_river_delta
qiqihar,good result,taizhou_jurchen|talaha|dalaiketun|zhalong|laha
topolinoe,good result,kyulyunken|tompo
napo,good result,solimoes_amazon_jungle|kichwa
nahuelpan,good result,gan_gan|ia|cushamen
orvietano,good result,viterbo|todi
curruhuinca,good result,bor|currumil|ia|vuriloche
harput,good result,cemisgezek|keban|palu|pertek|ou|sivrice
tiyuh_tuha,good result,menggala|kotabumi
soroca,good result,lipnic|orhei|drahushiv|karabul|mohyliv_podilskyi
riga,good result,jelgava|salaspils|ia
thionville,good result,luxembourg|merzig|metz|wallerfangen
cubara,good result,tama_mountains|guadual
bamako,good result,kirina|koulikoro
kuchugur,good result,velyka_lepetykha|tomakivka|konski_vody|ia
bielsk_podlaski,good result,suraz|vowpa|ye
djundu,good result,ye|aduma|bobangi
tepeticpac,good result,quiahuixtlan
alkhan_kala,good result,ani|kurskaya
zebak,good result,fayzabad|jurm
tzaneen,good result,phalaborwa|mghumbhani
west_shangana,good result,north_hlanganu
lelbunmapu,good result,puchacay|biobio|wenteche
varazdin,good result,ptuj|koprivnica
asheyi,good result,kluane|kwachal
marimba,good result,mumbos|argas
seonsan,good result,sangju|seongju|taegu|ou|uiseong
hepa,good result,osukyuze|itscheabine
douentza,good result,awa|ngouma|bambara_maounde
monona,good result,nishnabotna|tchankasndata|omaha
abdulino,good result,turkmenevo
bolshoy_yugan,good result,bolshoy_balyk|megion
calumbo,good result,luanda|ambaca|muxima
luzhou,good result,naxi|ia|hejiang|fushun
poughkeepsie,good result,abe|nochpeem|ponkhockie|kitchawanc|mie
wibazoka_wakpa,good result,minizuahe|minichinas
xiaodandang,good result,zhuluo|ou|tongan_lijiang|linxi|dadandang
bimbilla,good result,yendi|chamba|tirekka
kadey,good result,bertoua|mambere|baoro
mashgalende,good result,kanahatino|paruhuya
katima,good result,kazungala|shoma
linhuai,good result,zhaoxin|hongxian|xuyi
gorrones,good result,vijes|umbra|ob
jiyin,good result,puyang|dongming|juancheng
iziaslav,good result,tykhomel|ostroh
meiganga,good result,bertoua|baoro|ngaoundaye|tibati|mbakaou
akbarpur,good result,ou|awadh|kishi|azamgarh|chillupar|basti|mau_jaunpur
shanjir,good result,mapa|po|copa|siba_circassia|kalininskaya
nasoni,good result,nanatsoho|naguatex|amaye|aays
vijes,good result,caly|gorrones|otun
than_u_ge,good result,tuf_shur_tia|ohkweeo_owingeh
yixian,good result,shidai|taiping
corumba,good result,paracatu|akwen|paranoa|cayapo
kennebango,good result,umbagog
noto_ussuri,good result,namunka|yiman
naococane,good result,ia|nichicun|wahemen|fez|otish_mountains|ou|ann|lake_naococane
kirira,good result,kilemba|molundu|lake_kisale|msassa
pop_fargana,good result,akhsikath|asht|kokand|goa
sharka,good result,ankober|gendebelo,|barara showed as river in game but counted as land
garu,good result,wanuco_marka|chiquia|ou
kahta,good result,gerger|samsat|urfa|siverek
artanuji,good result,panaskerti|parkhali|khupati
ika_nepa,good result,bur_nepa
xiuwu,good result,wuzhi|huixian|xinxiang|jincheng
haliti,good result,dawande|balotipone|parecis
tupuchikan,good result,uel_tympychan
manukau,good result,urewera|manukao_harbour
iskenderun,good result,
kong,good result,bondoukou|katiola|banfora
gerdauen,good result,konigsberg|brandenburg_prussia|insterburg|epe|wehlau
lysychansk,good result,bakhmut|luhansk
maku,good result,khor_virap|nazok_olya
savran,good result,balta|bershad
gharm,good result,wesgird|daroot_korgon|wej|sangvor
qingjiang_liping,good result,tonggu_liping|taigong
kpalime,good result,kibi|sur|dambai
macaclita,good result,quisquisacate
passumpsic,good result,abe|ompompanusooc|po|cowasuck|po|po|ammonoosuc
kallawaya,good result,challana_jungle
dogo,good result,korientze
petrinja,good result,kutina|sisak|dubica
pokrovskoye,good result,stavropol_na_volge|simbirsk
kiamika,good result,baskatong|tapani|kanegaok
jaligny,good result,molins|charolles
upper_nioman,good result,duse_alin|olongki
khwe,good result,yeyi|louth
chilia,good result,ismail|tulcea|north_danube_delta
vokhna,good result,moscow|vlasovo
masolian,good result,wigwomadensis|kemoimenahan|loigan_sibo|nebesek|lake_saint_pierre
tuoydakh,good result,sergelyakh|suntar|krestyakh
carmona,good result,palma_del_rio|constantina|sanlucar_la_mayor
almodovar_del_campo,good result,ciudad_real|almaden|calatrava
jonga_pansa,good result,muconda|kimbundu|kajenje|kibau|njambi
khulna,good result,east_sundarban|edd|husaynabad|ia|west_sundarban|ou|ely|jessore|pipli|wa
stepanevka,good result,nizhny_chir|nal|aksay|ye
belik,good result,shumyachi|shui|wa|pustosel|smolensk|wej
yatenga,good result,rim|zondoma
dipayal,good result,acham|kailali
qasr_ibrim,good result,daw_sud|kalabsha
seogyeong,good result,samhwa|junghwa|seongcheon|sunju
alpo_wa,good result,ryn|waluulapam|pa_lus_sa|ia
xibao,good result,xinxing|guangsuoling|dingnan_anshun|shuicheng
itapiracaba,good result,kayapo|buriti|xakriaba|anais|jaiba
walloomsac,good result,pecunktuk|horicon
ballou,good result,saraya|bakel
gaya,good result,chatra|patna|rajgir
luyang,good result,huaihua|qianyang_yuanzhou|taipengruodong
chewaucan,good result,kidutokado
moanunts,good result,kaiparowit|wasatch|uncompaghre
kozmodemyansk,good result,cheboksary|lar|voskresenskoye
wahasah,good result,waahukaahaanu|moehe_yoe
chiang_saen,good result,chom_khao_maneerat|vieng_phouka|mong_hsat
di_dinh,good result,cat_tien
bregenz,good result,ye|feldkirch|ia|lake_constance
semcojarvi,good result,lindjarvi|sellinkyla
rinpung_yarlung,good result,tsangdram|gangdise6|lho_taklung|nyemo
cazorla,good result,ubeda|segura_de_la_sierra|ia|aya
itaboca,good result,arraias|itajui|ibotirama
ismail,good result,chilia|lake_yalpuh|tulcea
al_mima,good result,el_mahalla|el_burullus
atrakwaye,good result,lantu|mattawana|scahentowanen|loyalsock
sabanes,good result,latunde|aikana
katori,good result,kashima|chiba|inubo_cape
wangulen,good result,tapalquen|pillahuinco|trenquelauquen
chisvingo,good result,ruanga
ucles,good result,zorita|eso|ocana|abe
kintampo,good result,banda_ahenkro|salaga
kajkwakratxi,good result,ikuiapa|bakairi|irantxe|apiaka_jungle|kura
tortosa,good result,flix|ebro_delta
bjelovar,good result,zagreb|sisak
feldkirch,good result,bregenz|silvretta_alps|werdenberg|st_gallen
tuvicha_mini,good result,tubicha_mini
winnipeg,good result,lake_winnipeg|kinosota|mnisaton|mihkwakamiwi_sipiy
mesurado,good result,saint_paul_river|bopolu|sanniquellie|cape_mesurado
chiripa,good result,araya|apucarana|canindeyu
guzhang,good result,yuanling|baojing|uur
nadakuh,good result,nisohone|nabiti|nacao
ndyuka,good result,iaremappo|guayana_jungle
saratoga,good result,horicon|ticonderoga|kawenote
cokuurdaax,good result,oyotun|nicalaax|olenegorsk
santee,good result,winnee|ehwae|hymahi
amoskeag,good result,nashua|pennacook
chakanbakan,good result,chactemal|nohmul
tarascon,good result,nimes|uzes|aix_en_provence|arles|apt
tiwal,good result,aoukale|kujunung|nyala
singarh,good result,pune|aundh|sholhapur
egabeni,good result,bakgatla|hlahlandlela|modipe
mamachatpam,good result,ia|tayxlama|takspaslama|ia|waluulapam|umatilla|wanapum
icheon,good result,nes|jipyeong|ia|chungju
wuzhi,good result,henei|wenxian|xiuwu|guancheng_zhengzhou
koh_ker,good result,ishanapura|prasat_don_kau|preah_vihear
yulalona,good result,tututni|tak_elam|etnemitane
sysy_meyite,good result,dulgalakh|bala|echiy
bag_ngula,good result,luebo|bakongo|bumbuli|ia
kuala_lipis,good result,bay|bera|jerantut|ou|titiwangsa_mountains
chilwe,good result,kabunda|nyena_kapemba
sarcham,good result,aghkand|mahneshan
tukri_apu_apu,good result,quiluta_mountains|millcca|willkawaman
hacaritamas,good result,simiti|macaregua|curumanao
mosco,good result,chicksawhe|caftacha|houma
romanov,good result,yaroslavl|kurba|ust_sheksna
salinas,good result,rio_pardo|itaratim
caconda,good result,matala|kuindumba|ani|cuima|katumbele|ye
chicoutimi,good result,epe|fayd|ku|epe|shipshaw|ou|ia|po|abe|outapimiskou|ou|metabetchouane|van|ely|ia
nakchu,good result,tsedzong|barom|biru
bussa,good result,mokwa|kontagora
banjar,good result,muara_bahan|kahayan_hilir|ye|cape_selatan|epe
menglei,good result,mulian|yinshaluo|gengdang|menghai|sime
tsurphu,good result,lhasa
pirapora,good result,pinheiro|goianas|gouveia
ford_liard,good result,tsay_iona|nahanni|dehcho_plains
mekinock,good result,manomin|gawakomitigweia|pembina
huixian,good result,xiuwu
quge,good result,lungkya|muxihe|taktsang
xinhua,good result,shaoyang|suxi
yukte,good result,nikolsky_pogost|chuya
norridgewock,good result,messalonskee|po|caratunk
tawatinaw,good result,sakwatamau|sakawyiniw
angouleme,good result,charroux|cognac
katobe_a_mubebe,good result,tende|quibala
wenxian,good result,mengxian|wuzhi|xingyang
amedichi,good result,kundy|yukhta
nander,good result,basim|mahagaon|mahur|dahrur|qandhar|pathri
kathmandu,good result,ye|makwanpur|sindhuli|ia
neriungri,good result,zolotiinka|neluki
piripucu,good result,kaiowa|ayvu_pora
qarr_unaq,good result,igiugig
payette,good result,tipanuk|nyssa|kamiahpu
prasat_pram_lovet,good result,phsar_dek|vyadhapura
yerevan,good result,surmali|khor_virap
ky_son,good result,ia|muang_kham|muang_lang|mat_chau|hiw|ena|ife
champavati,good result,askot|rudrapur_kumaon|ajayameru|kanchapur
yoro,good result,comayagua|olanchito
burra_burra,good result,meru|burra_burra|kem|otun|abe|ani|ani|oban
dargyeling,good result,van|tradun|gangdise8|ia|himalaya10|ganden_delingshar
akilonda,good result,lukuga|miketo|mtowa
hillah,good result,an_nil|nasiriyah|kufa|karbala|qadisiyyah
clermont,good result,riom|thiers|vic_le_comte
ocotepec,good result,opoa
hulu_barito,good result,eso|laung|ou|borneo_jungle13|epe
al_matamma,good result,tesenei|tembesha|chilga|quz_rajab
south_yao,good result,north_shirima|south_shirima
arusha,good result,east_african_mountains|usangi|west_aasax
jessore,good result,khalifatabad|khulna|jhenaidah|maheshpur
milkovo,good result,malka|kamchatka_trail1
haga,good result,niihari|shioya|kawachi
asvieja,good result,dzisna
nazarovo,good result,itatsky|novosyolovo
tavdinsky_sloboda,good result,tabory|chimgi_tura|yalutorovsk|tobolsk|yurginskoye
anajas,good result,tuy|ath|curumu|ena|ia|marajoara_jungle|vieira_grande_bay|hof|ia|awa
thun,good result,bern
orinucu,good result,nas|grande_mouth|uyapari|orinoco_delta_jungle|guayana
palekh,good result,starodub_on_the_klyazma|ye|abe|palekh|kem|otun|ou
