location,status,good_results
sangar,good result,sitte|argas|batamay|kuturga
sangareya_bay,seazone,
sangay,good result,solimoes_amazon_jungle|sangay_jungle|puyu
sanggau,good result,sekadau|tayan
sangha,good result,mambere
sangju,good result,yeongcheon|seonsan
sangme,good result,adeqiu|zhuluo|nixi
sangmelima,good result,abong|congo_jungle
sangvor,good result,wesgird|gharm
sanhe_chaozhou,good result,shanghang|pantian
sankancete,good result,jachal|quines
sankina,good result,sosva|turinsk|verkhnyaya_sinyachikha
sanlorenzo,good result,arezzo|sansepolcro|florence|prato
sanlucar_la_mayor,good result,sevilla|carmona|coria_del_rio
sanmao,good result,shinan|youyang
sanniquellie,good result,mesurado|bopolu|touba
sanok,good result,krosno|lesko
sansanding,good result,segou|macina
sansanne_mango,good result,tirekka|pusiga
sansepolcro,good result,cittacastello|arezzo|sanlorenzo
sansha_bay,seazone,
santa_barbara,good result,caratinga|mariana
santa_cruz_river_mouth,seazone,
santa_luzia,good result,sete_lagoas|caete_brasil
santa_maria_bay,seazone,
santa_rosa_bay,seazone,
santana_island,good result,santana_island|vieira_grande_bay
santarem,good result,salvaterra|torres_novas
santee,good result,winnee|etiwan|hymahi
santeh,good result,barza|takht_e_soleyman|zagros_mountains3
santo_antonio,good result,palmas|mbya|yguazu
santo_antonio_monte,good result,amal|cataguases|sabarabucu|amal|formiga
santok,good result,skwierzyna
sanye,good result,maasai
sanyuan,good result,jingzhao|lintong|xianyang
sanyyakhtakh,good result,yedey|talalakh|tuolba|marxa
sanzana,good result,sya
sao_carlos,good result,mantiqueira|caiapo|araquara|oral|piracicaba
sao_fidelis,good result,guaitaka|cantagalo
sao_francisco_mouth,seazone,
sao_joaquim,good result,lages|urubici|nononai_forest|vacaria
sao_jose_pinhais,good result,lapa|curitiba
sao_jose_preto,good result,bauru|araquara|tanabi
sao_leopoldo,good result,lagoa_vermelha|vacaria|patos|jacui
sao_luis_do_paraitinga,good result,lorena|taubate|cunhambebe_forest
sao_marcos_bay,seazone,
sao_roque,good result,jundiai_forest
sao_sebastiao_paraiso,good result,piumhi|passos|mantiqueira|pium_i
sapelo,good result,altamaha_sound|canoochee
saponi,good result,appomattox|nessoneick|occaneechi|po|mahock|blue_ridge_mountains_2
sapponah,good result,dawhee|sissipahaw
sarahan,good result,nako|suket
sarakhs,good result,karakum_desert4|tejend|salehabad
sarangarh,good result,samasingha|bargarh|kashigarh
sarangpur,good result,agar|maksi|gagraun|aklera
saransk,good result,nikolskoye|bazarny_syzgan|chamzinka
sarapul,good result,yelabuga|votkings|lower_aktanyshbash|chalninsky_pochinok|kasevo|saygatsky
sarare,good result,guadual|arechuna|suripa|caparo|tachira
sarashina,good result,takai|chiisagata
saratoga,good result,horicon|ticonderoga|kawenote
saraya,good result,ballou|bandafassi|bafoulabe|diakha
sarayjuk,good result,kulagin|caspian_sea19
sarcham,good result,aghkand|mahneshan
sardasht,good result,mawet|piranshahr
sarek,good result,porjus|vastenjaure|ofoti|skanderna
sargau,good result,dzhul|harandzuvan|nuzket|soltobe|tasuktul
sarh,good result,bahr_salamat|salamat|ndele
sarhad,good result,hindu_kush4|qila_panjeh|karakoram1
sariyahsi,good result,dinek_keskin|kirsehir|nevsehir|karakecili
sarkajpa,good result,altamachi_jungle|sachchaa_mukku|arque|incarraqay|lluska_mountain
sarkisla,good result,sivas|gemerek
sarlat,good result,limeuil|turenne
sarria,good result,lugo|monforte_de_lemos
sartlan,good result,kainsky_pas
sarvaslyk,good result,akkesene|talas|zherkorgan
saryozen,good result,zhaldama|konildi|atbasar
sasaram,good result,arrah|rohtas
saskatchewan,good result,opaskwayak|petaigan
saskylakh,good result,ebelyakh|yunyang|anabar
sassandra,good result,guinean_jungle|sassandra_river_mouth
sassandra_river_mouth,seazone,
sastamala,good result,hvittis|nasisalki
sasykkol,good result,kulykol|siberia_tenteksor|zharkol
satapo,good result,coste|chestowee
satere_mawe,good result,amazon_jungle|mundurukania|tapajos_amazon_jungle
sathyagala,good result,ummatur|biligiriranga
satoraljaujhely,good result,miskolc|szabolcs
satsukhdin,good result,wahzhazhe|intapushe
saucunk,good result,allegheny|loyalhanna|kittaning|mahoning
saudakent,good result,akkesene|baba_ata|saudakent|otun|epe
saukiog,good result,agawam|nehantuck
saulgau,good result,sigmaringen|riedlingen
saumur,good result,angers|tours
saura,good result,abe|mondongachate|alamance|yadkin|keyauwee
saurimo,good result,sakambunje|muconda|mulunda|kimbundu
sausaya,good result,kanamarca|chumbivilcas|waqrapukara
sauveterre_de_guyenne,good result,marmande|bazas|benauges|libourne|bergerac
savalou,good result,sabe
savannakhet,good result,mukdahan|that_phanom|thuan_binh
savar,good result,shahjadpur|pabna|atiya|bikrampur
saveh,good result,aveh
savonranta,good result,olofsborg|lake_orivesi
savran,good result,balta|bershad
savur,good result,diyarbekir|hazro|hasankeyf|mayyafariqin
saw,good result,pakokku|pagan|salay|salin
sawran,good result,artyk_ata|kyr_uzkand|aktas_kystagy|karnak
saxop_wan_pupako,good result,atajal|chayopin|sana_tx
say,good result,tanda|libore
saygatsky,good result,sarapul|kasevo
sayniabuli,good result,ban_khon|vang_vieng|hongsa|muang_sua
sayula,good result,tlamazolan|abe|sayula|otun|ani|ia
sayylyk,good result,niurba|kiyeng_yuryakh|ynakhsyt
scahentowanen,good result,atrakwaye|wappasening
scantum_basin,seazone,
scarcies,good result,konkoure|yawri_bay
scheldt_estuary,seazone,
schleiz,good result,gera|hof
schleusingen,good result,hildburghausen|meiningen
schmalkalden,good result,meiningen
schwabach,good result,weissenburg|forchheim
schwaz,good result,innsbruck|kufstein|imst|lechtal_alps2|garmisch
schweinfurt,good result,hassfurt|kitzingen
scioto,good result,eskalapia|chianouske|ethapetha|assereniet
scqescilni,good result,kaniksu|snt_t_ulix|n_pooh_le
scw_exmx,good result,nlaka_pamux|st_at_imcets|skitsetsen
sdok_kok_thom,good result,chanthaburi_jungle|banteay_chhmar|phnom_srok|battambang
seacal,good result,pusilha|jolom_konob|chama|toquegua|izabal_lake
sebakwe,good result,muchuchu
sebech,good result,vydritsa|opochka
sebes,good result,alba_iulia|deva
sebinkarahisar,good result,siran|koyulhisar
sebit,good result,hwalbay|grand_canyon|moapa
sechenovo,good result,alatyr|sergach|vasilsursk
sededema,good result,lobuya|srednekolymsk|urodan
sefrou,good result,fez|tezerghe
segbwema,good result,kono|mano
segesd,good result,koprivnica|vaska
segou,good result,bla|nyamina|sansanding
seguela,good result,katiola|morondo|ngokro|gbepleu|touba
segura_de_la_sierra,good result,cazorla
sehore,good result,bhopal|maksi
seine_bay,seazone,
sekadau,good result,sanggau|sepauk|sintang
sekili,good result,chambeta|neryunda_uplands|chemal|siberian_forests_5
selanger,good result,havero|ragunda|west_botnia
selemde,good result,buse|kogan
selenge,good result,sulkhari|baikal
selennyakh,good result,salylyk|siberian_tundra_7
selimbau,good result,silat|jongkong
selkehatchie,good result,wimbee|kosalu|kiokee|ogeechee
sellinkyla,good result,repola|lindjarvi|semcojarvi
selo_yartsevo,good result,lab|siberian_wasteland_13|siberia_bor|nazimovo|bor|rewa|sulomay
selpils,good result,daugavpils|aizkraukle|koknese
semalembue,good result,minenga|ingombe_ilede
semcojarvi,good result,lindjarvi|sellinkyla
semidesyatnoye,good result,voronezh|novaya_pokrovka
semikarakorsk,good result,shakhty|bol_shaya_martynovka|konstantinovsk
semur_en_brionnais,good result,charolles|perreux|roanne
sena,good result,chupanga|mopeia|chiramba|chamo|ancuase
sendamangalam,good result,erode|karur|srirangam
senegal_river_mouth,seazone,
sengel,good result,colhue_huapi|tecka|kopolque
senlis,good result,montmorency|noyon
sennar,good result,wad_madani|singa|karkuj
sentachan,good result,nelgese|ust_charky
sentispac,good result,tzapotzingo|aztatlan|guayabitos_coast
seogyeong,good result,samhwa|junghwa|seongcheon|sunju
seohara,good result,shahabad_uttar_pradesh|nagina
seongcheon,good result,seogyeong|sunju
seongju,good result,seonsan|hapcheon
seonsan,good result,sangju|seongju|taegu|uiseong
sepauk,good result,sekadau|kayan_melawai|pinoh|sintang
sepon,good result,muang_phin|muang_ta_oi
serdobinskaya,good result,malaya_serdoba|rtishchevo|turki
sergach,good result,sechenovo|vasilsursk|kurmysh
sergelyakh,good result,tuoydakh|sergelyakh|otun|ia
seringapatam,good result,srigangapatna|ummatur|denkanikottai|biligiriranga
serkar,good result,sharu|jyekundo|lab
sernur,good result,urzhum|ural_nema|nikolsky
serpa,good result,mertola|moura
serres,good result,drama|rentina|melnik
serro,good result,tijuco|pecanha
sershul,good result,dzagyal|khana|gegong|mangge
serta,good result,khordong
seru,good result,sheikh_hussein|south_east_ethiopian_mountains
seruyan,good result,kumai|cape_siamok
sesayap,good result,tarakan|borneo_jungle1|sesayap_delta
sesayap_delta,seazone,
sesheke,good result,fundeku|kafuta
seta,good result,tone
sete_lagoas,good result,curvelo|sabarabucu|santa_luzia|oral|parapopeba
severin,good result,plenita|visesav
severn,seazone,
sevilla,good result,sanlucar_la_mayor
seydougou,good result,kankan|odienne|mandiana
seyhli,good result,sandikli|usak|lazkiye
seyitgazi,good result,kaymaz
seymchan,good result,arga_tas_upplands|orotukan|buiunda
sfantu_gheorghe,good result,brasov|cincu|chezdi_osorheiu|miercurea_cluc
sguuxs,good result,ts_il_kaz_koh|hagwilget
sha_ia_nde,good result,tonkawa|kol_kuka
shabash,good result,kolyma_river|berezovka
shackamaxon,good result,tetamekanch|assunpink|tohickon|delaware_bay
shadodkot,good result,sukkur|paat|dubbi|kandiaro
shagamu_coast,seazone,
shahabad,good result,guna|kota
shahabad_uttar_pradesh,good result,bareilly|budaun|seohara
shahjadpur,good result,bogra|pabna|rampur_boalla|atiya|savar
shahjahanpur,good result,pali_uttar_pradesh|bareilly|budaun
shahpur,good result,thal_desert_2|bhera
shahr_meyan,good result,qaryat_al_bidh
shake_kongo,good result,mitsogo_kongo|okanja
shakhty,good result,tana|kamenskaya|semikarakorsk|konstantinovsk
shaki,good result,hereti|vartashen
shakka,good result,nuba_sud|zankor|ed_daein|taweisha|kafia_kinji|wau
shalatenan,good result,metapan|cojutepeque
shambala,good result,usambara|ou|zigula|usangi
shambe,good result,sobat|rumbek|lado
shamiram,good result,hashatjin|rudbar|sirdan
shamkir,good result,khunani
shamokin,good result,connatachequa|juniata
shana_bukanda,good result,kadinga|mussumba|difunda
shanfana,good result,kioko|minungo|kajenje
shangaly,good result,ust_kuloy|ileza
shangdang,good result,lucheng_luan|zhangzi
shangdu,good result,dongliangting|baochang
shanghai,good result,huating|nanhui
shanghang,good result,changting|shanghang
shangjin,good result,yunxi|xunyang
shangjing,good result,hulan|bayan_susu|hulawen|chalin
shangrao,good result,yanshan_guangxin|yongfeng
shangshui,good result,nandun|yancheng
shangxi,good result,shixi|shinan|xiushan
shangyuan,good result,luhe|wujiang_yingtian|dantu|yangzi
shanjir,good result,mapa|copa|siba_circassia|kalininskaya
shankargah,good result,bhadohi|kantit|prayag|rewa
shannon_estuary,no river,
shansu,good result,dangshan|suiyang
shanxian,good result,lingbao|mianchi|pinglu
shanyang_huaian,good result,qinghe_huaian|funing
shaowu,good result,guangze|shunchang
shaoyang,good result,baima|xinhua
shapoquate,good result,olentangy
shar,good result,shemonayevskoye|oskemen|zyryan
shar_yelpuk,good result,markham
shardonem,good result,verkola|pokshenga|chakola
sharka,good result,ankober|gendebelo|barara
sharu,good result,qumarleb|jyekundo|serkar
sharuna,good result,beni_suef|tahna
shawanoe,good result,daguwanalahi|cuttaway
shawinigan,good result,yamachiche|po|matawin
shawnee,good result,chenoka
shaxian,good result,nanping|yongan_sha
shayang,good result,shipai|qianjiang|jingling
shayar,good result,aksu|kumtura|kucha
shchuchya,good result,shuryshkar|obdorsk
shchuchyn,good result,lida|dzyatlava
sheboygan,good result,millioke
shehong,good result,pengxi
sheikh_hussein,good result,bale|seru|hargaya
shelek,good result,shengeldy|charyn
sheleksa,good result,priluky|navolok
shemkhiya,good result,atbara|ed_damer|korti|abu_hamed|berber|karima
shemonayevskoye,good result,lebyazhye|oskemen|shar|takhir
shemysheyka,good result,penza|gorodishche
shenango,good result,tionesta|kittaning
shenge,good result,yonibana|sherbro_island
shengeldy,good result,boyauli|talkhir|koktal|shelek
shenmu,good result,baode|fugu|kaiguang
sheohar,good result,bettiah|mehsi|ramnagar_bihar|simraungadh
sheopur,good result,karauli|ranthambore
sherbro_coast,seazone,
sherwan,good result,mardan|attock|rawalakot|udabhanda
shestakova,good result,suturuoxa|tuyandina|kiel|abyy
shetek,good result,watonwan
sheulec,good result,dapiguemlec|tacshic|pitlaxa|niyaj
shexian,good result,tunxi|chunan|suian
shexian_cizhou,good result,linzhou
shey,good result,leh|hanle
shibogama,good result,asheweig|severn_uplands
shichaam,good result,chishamnee|pitlaxa|wichi
shichah,good result,wakmua_oin|kaya_paha
shidian,good result,zhenkang|lujiang
shifang,good result,xindu|wenshan|pengzhou
shigatse,good result,jonang|namling
shigony,good result,khvorostyanka|solovtsovo
shikashin,good result,gebergeyel|irek|khaiylmysh
shilou,good result,dinghu|yonghe|yanchuan
shilovo,good result,putyatino|staraya_ryazan
shimbay,good result,kath|qonirat|xojeli|aral_sea|nyzvar
shimian,good result,hanyuan|diaomen
shimoga,good result,kadur|sringeri|basavapattana|haveri
shinan,good result,shixi|shizhou|sanmao|wulingshan|shangxi
shincal,good result,pipanaco|kilmes|acay_mountains
shingwako,good result,wabezi|winnibigoshish|misi_zaaga_igan|minnewawa
shioya,good result,echigo_mountains|kawachi|haga
shipastouk,good result,natastan
shiping,good result,nalou|jianshui|yuanjiang_yuanjiang
shipshaw,good result,chicoutimi|po|outapimiskou
shiqian,good result,longquanping|baini
shiquan,good result,hanyin|xixiang
shire,good result,bazin|axum
shish,good result,vasyugan|siberian_wasteland_9|tara|muromtsevo
shishou,good result,huarong|jiangling|gongan|jianli
shiveh,good result,vanch|vamar
shixing,good result,baochang_nanxiong|qujiang
shizhou,good result,lichuan|shinan|jianshi
shizhu,good result,wanzhou|linjiang
shizong,good result,guangxi|ou|luoxiong
shkhancheriekhabl,good result,kuzhyb|belorechensk
shkoder,good result,bar_cg|koman
shleter_cove,seazone,
sho,good result,chamdo|tsakhalkho
shoindykol,good result,atbasar|abe|shoindykol|otun|ia
sholhapur,good result,gulbarga|bijapur|singarh|pune|jath|abe
shoma,good result,ingombe_ilede|dambwe
shopando,good result,pembar|pasho
shoptikol,good result,kulykol|zhetykol
shorkot,good result,kamalia|mankera|thal_desert
shouchun,good result,huoqiu|xiacai|yingshang
shouzhang,good result,xucheng|yuncheng
shrewsbury,good result,oswestry|kidderminster
shtax_heen,good result,taant_a
shtip,good result,prosek
shuangliu,good result,pengshan|pixian|jinyuan
shuangyashan,good result,mishan|futi|nuoluo
shubi,good result,sumbwa|bugara|mugamba
shuicheng,good result,xinxing|xibao|huozhu|kedu|wusa
shuitejiang,good result,dejiang|longquanping
shukjung,good result,dzamtang
shuman,good result,hissar|hissar_mountains2
shumyachi,good result,krychaw|monastyrshchina|belik
shunchang,good result,shaowu|nanping|jiangle
shunda,good result,wabamun|ne_ktunaxa_ranges
shunde,good result,nanhai|panyu|xinhui|xiangshan_xinhui
shungopavi,good result,kaibab
shunning,good result,menghua|dingbian_shunning|baotong|youdian
shuntaneshnanga,good result,nodaway|nudarcha|kansas|monecato|nemaha|ni_haunchi_to
shuryshkar,good result,voikar|obdorsk|shchuchya|siberian_wasteland_11
shush,good result,hamidiyeh|dezful|pol_dokhtar
shushenskoye,good result,usun|altay_forest_wasteland_2|minusinsk|beya
shushtar,good result,ahvaz|hamidiyeh|dezful|somaleh
shuya_karelia,good result,kondpoga|pryazha|lake_onega
shuyskoye,good result,vologda|vekshenga
shybyndy,good result,bozok_astana|abe|shybyndy|otun|epe
siba_circassia,good result,shanjir|bzhedygu_kal
siberia_abalak,good result,vagay|ust_ishim
siberia_bor,good result,siberian_wasteland_13|komsa|bakhtinsky|selo_yartsevo
siberia_kuytun,good result,altay_forest_wasteland_3|nizhneudinsk|staraya_zima|siberian_wasteland_17
siberia_tenteksor,good result,kulykol|zharkol|sasykkol
siberian_forests_4,impassable,
siberian_tundra_1,impassable,
siberian_tundra_3,impassable,
siberian_wasteland_10,impassable,
siberian_wasteland_12,impassable,
sicarate,good result,upar
sicasica,good result,curahuara|sura
sico,good result,pech|ollalko
sidhi,good result,ambikapur|mauganj|agori|vijaygarh
siegas,good result,temiscouata|po|madawaska|negoot|aroostook
siegburg,good result,ahrweiler|bonn
sien,good result,hechi|libo
sienzhou,good result,duyang|langning|tianzhou
sieradz,good result,turek|wielun
sighet,good result,khust|rakhiv
sighnaq,good result,kyr_uzkand|asanas|kamyskala|aktas_kystagy
sigmaringen,good result,hohenberg|saulgau
siguiri,good result,tabon|dieribakoro
sikasingo,good result,baraka|zimba|kabambare
siklos,good result,vaska
siktyakh,good result,kyusyur|molodo
silae,good result,himologan|minduso
silam,good result,tawahka|awastara
silandro,good result,merano
silat,good result,sintang|selimbau
silbojock,good result,arjeplog|sorsele|skanderna
silkari,good result,amazar|emuer|enhe_hada|lower_gazimur|kara_shilka
sillanwali,good result,mankera|lalian
simav,good result,bigadic
simbirsk,good result,pokrovskoye|tetyushi
sime,good result,menglei|yinshaluo|mengban_weiyuan
siming,good result,longzhou_longzhou
simmern,good result,kreuznach|coblenz|katzenelnbogen
simo,good result,kiemi|rovaniemi|ranua|gulf_of_bothnia
simraungadh,good result,makwanpur|sheohar|sitamarhi
sincel,good result,ayapel_swamp|mayaba
sindagi,good result,bijapur|kembhavi
