locationA,locationB,accessType
jodar,ubeda,river
johor_coast,johor_lama,port
johor_coast,karimata_strait1,sea
johor_coast,riau_archipelago2,sea
johor_coast,tioman_island,sea
johor_lama,muar,river
johor_lama,western_singapore_strait,port
joigny,montargis,land
joigny,nemours,land
joigny,sens,land
joigny,tonnerre,land
joinville,ligny,land
joinville,vaucouleurs,river
joinville,vitry_en_pertois,river
jokkmokk,kvikkjock,river
jokkmokk,porjus,land
jokkmokk,socksjock,land
jolawokstai_channel,jungfrauen_island,sea
jolawokstai_channel,kcewite,port
jolawokstai_channel,ohiggins_forest,port
jolawokstai_channel,ramirez_island,sea
jolawokstai_channel,saelam,port
jolom_konob,lacandon_jungle,river
jolom_konob,lakam_tun,river
jolom_konob,pachan,river
jolom_konob,seacal,river
jolom_konob,tzunun_kaab,river
jolom_konob,zapaluta,land
joluo,kuria,river
joluo,lake_victoria,lake
joluo,mumias,river
jomda,katok,river
jomda,sibda,land
jomda,tangkya,river
jomda,wara_kham,land
jonang,ngamring,land
jonang,sakya,river
jonang,shigatse,river
jonang,tropu,land
jondaq,ribat_ushturan_jondaq_corridor,land
jonga_pansa,kajenje,river
jonga_pansa,kibau,river
jonga_pansa,kimbundu,river
jonga_pansa,muconda,river
jonga_pansa,njambi,river
jongkong,lake_sentarum,lake
jongkong,selimbau,river
jongkong,silat,river
jonkershoek_mountains,klipgat,land
jonkershoek_mountains,paarl,land
jonkershoek_mountains,swartberg,land
jonkoping,kinda,land
jonkoping,trollaborg,river
jonkoping,vallsjo,land
jonkoping,vattern,lake
jonkoping,vetlanda,land
jonzac,libourne,river
jonzac,montendre,land
jonzac,royan,river
jonzac,saintes,land
jootsuuk,sotuta,land
jootsuuk,telantunich,land
jootsuuk,zaci,land
joroinen,kangasniemi,land
joroinen,kuopio,river
joroinen,mikkeli,land
joroinen,olofsborg,river
joroinen,ristiina,land
jororo,mayaca,river
jororo,st_augustine_inlet,port
jororo,surruque,river
jorquera,requena,land
jos,lafia,river
jos,lere,river
jos,minna,river
jos,pankshin,land
jos,turunku,river
jos,zuba,river
jose_calcado,manhuacu,land
jose_calcado,muriae,land
jose_calcado,mutum,land
jose_calcado,nandu,land
joseph_bonaparte_gulf,kadjerong,port
joseph_bonaparte_gulf,nagor,port
joseph_bonaparte_gulf,reveley_shore,sea
josse,kongsvinger,land
josse,nordmark,land
josse,tingvalla,river
josselin,monfort_sur_meu,land
josselin,ploermel,land
josselin,redon,land
josselin,rohan,land
josselin,saint_brieuc,land
josselin,saint_malo,land
josselin,vannes,land
jotunheim,laerdal,river
jotunheim,numedal,land
jotunheim,otta,land
jotunheim,rauma,river
jotunheim,ringerike,river
jotunheim,sogndal,river
jotunheim,sogne_fjord,port
jotunheim,stordal,river
jotunheim,stryn,river
jotunheim,sunndal,river
jotunheim,sunnfjord,river
jotunheim,tofte,river
jotunheim,valdres,land
joutou,tsudaka,land
joutou,wake,river
jowhar,maxaas,land
jowhar,mogadishu,river
jowhar,warsheikh,land
juan_fernandez_high_sea1,juan_fernandez_high_sea2,sea
juan_fernandez_high_sea1,juan_fernandez_high_sea8,sea
juan_fernandez_high_sea1,masafuera_coast,sea
juan_fernandez_high_sea1,masatierra_coast,sea
juan_fernandez_high_sea1,pacific_south_current35,sea
juan_fernandez_high_sea1,south_pacific_ocean,sea
juan_fernandez_high_sea2,juan_fernandez_high_sea3,sea
juan_fernandez_high_sea2,masatierra_coast,sea
juan_fernandez_high_sea2,pacific_south_current35,sea
juan_fernandez_high_sea3,juan_fernandez_high_sea4,sea
juan_fernandez_high_sea3,masatierra_coast,sea
juan_fernandez_high_sea3,pacific_south_equatorial_current1,sea
juan_fernandez_high_sea4,juan_fernandez_high_sea5,sea
juan_fernandez_high_sea4,masatierra_coast,sea
juan_fernandez_high_sea4,pacific_capricorn_tropic,sea
juan_fernandez_high_sea4,pacific_south_equatorial_current1,sea
juan_fernandez_high_sea4,pacific_south_equatorial_current2,sea
juan_fernandez_high_sea5,juan_fernandez_high_sea6,sea
juan_fernandez_high_sea5,masafuera_coast,sea
juan_fernandez_high_sea5,masatierra_coast,sea
juan_fernandez_high_sea5,pacific_capricorn_tropic,sea
juan_fernandez_high_sea6,juan_fernandez_high_sea7,sea
juan_fernandez_high_sea6,masafuera_coast,sea
juan_fernandez_high_sea6,pacific_capricorn_tropic,sea
juan_fernandez_high_sea6,pacific_easter_current1,sea
juan_fernandez_high_sea6,pacific_easter_current3,sea
juan_fernandez_high_sea7,juan_fernandez_high_sea8,sea
juan_fernandez_high_sea7,masafuera_coast,sea
juan_fernandez_high_sea7,pacific_easter_current3,sea
juan_fernandez_high_sea7,south_pacific_ocean,sea
juan_fernandez_high_sea8,masafuera_coast,sea
juan_fernandez_high_sea8,south_pacific_ocean,sea
juan_fernandez_islands,masafuera_coast,port
juan_fernandez_islands,masatierra_coast,port
juancheng,puyang,river
juancheng,yuncheng,river
juban,radaa,land
juban,yahr,land
jubara,kamyskala,river
jubara,karmakshi,river
jubara,kyzylkum_desert,land
jubara,yangikent,river
jubbah,umm_al_qulban,land
jubilee_island,king_george_sound,sea
jubururu,kaleap,land
jubururu,narroging,land
jubururu,willman,land
jubururu,yoberrore,land
jucas,quixara,river
jucas,tabajara,river
jucas,telha,river
jucas,utuva,river
juchatengo,manialtepec,land
juchatengo,tututepec,river
jucuru,pataxo,river
judenburg,leoben,river
judenburg,murau,river
judenburg,rottenmann,land
judenburg,tauern_range2,land
judenburg,voitsberg,land
judenburg,wolfsberg,land
juegang,rugao,river
juegang,wunansha_island,port
juffure,kahone,land
juffure,sine_ngayene,river
juhoansi,kaudwane,land
juhoansi,kwangali,land
juhoansi,omatako,land
juhoansi,xun,land
juiz_fora,leopoldina,land
juiz_fora,praiba_sul,land
juiz_fora,rio_pomba,land
juiz_fora,rio_preto,land
juiz_fora,tampruns,land
jujin,lanzhou_lanzhou,land
jujin,linxi,river
jujin,tongan_lijiang,river
jujin,xiaodandang,river
jujuy,noques_jungle,land
jujuy,poposayo_mountains,river
jujuy,salta,land
jujuy,tilcara,river
jujuy,wichi,river
jujuy,yungas_jungle,river
jukun,karajarri,river
jukun,minyirr,port
jukun,ngumbari,river
jukun,nimanburu,river
jukun,yawuru,land
julah,lombok_strait,port
julah,melara,river
julah,samprangan,river
julau,katibas,river
julau,mukah,land
julau,saribas,land
julau,sarikei,river
julau,tandang_sari,land
julau_kutai,kedang_pahu,land
julau_kutai,lake_melintang,lake
julau_kutai,mahakam,river
julau_kutai,tenggarong,river
julau_kutai,tuyuk,land
julfa,kapan_armenia,river
julfa,lesser_caucasus_mountains8,land
julfa,mardanaqom,river
julfa,nakhchivan,river
julfa,nazok_olya,river
julfar,khor_fakkan,river
julfar,northern_trucial_coast,port
julfar,shaykh_masud_cape,port
julfar,strait_hormuz,port
julfar,strait_oman,port
julian_alps,skofja_loka,river
julian_alps,tolmezzo,land
julian_alps,tolmin,land
julian_alps,villach,river
julime,pinanaca,river
julime,tu_e_dine_de,land
julu,longping_zhaozhou,land
julu,nangong,land
julu,ningjin_zhaozhou,land
julu,renxian,land
jumento,long_island_coast,port
jumento,samana_cay_coast,port
jumgal,ketmen_tobe,river
jumgal,kochkor,land
jumgal,tian_shan13,river
jumgal,tian_shan9,land
jumilla,murcia,land
jumilla,villena,land
jumla,musikot,land
jumla,sinja,land
junagarh,somnath,land
jundiai,jundiai_forest,land
jundiai,parnaiba,land
jundiai_forest,parnaiba,river
jundiai_forest,sao_roque,river
jungaa,jungal,land
jungaa,kalaamaya,land
jungaa,kaprun,land
jungaa,takalako,land
jungaa,western_australian_desert,land
jungal,kaprun,land
jungal,karroun,land
jungal,western_australian_desert,land
jungfrauen_island,saelam,port
junghwa,samhwa,river
junghwa,seogyeong,river
junghwa,seongcheon,river
junghwa,suan,land
juni_aiken,loyola_point,port
juni_aiken,paine,river
juniata,mattawana,river
juniata,onojutta,river
juniata,shamokin,river
junk_river,mesurado,river
junk_river,sanniquellie,river
junnar,pune,land
junnar,sinnar,land
junnar,western_ghats_bombay,land
juntura,liksiyu,land
juntura,nyssa,land
juntura,seneca,land
juntura,umatilla,land
juque,mala,river
juque,mingyi,river
juque,ningfan,river
juque,yuanmou,river
jurbarkas,kedainiai,river
jurbarkas,panemune,river
jurbarkas,ragnit,river
jurbarkas,raseiniai,land
jurbarkas,taurage,land
jurchi,kalay,land
jurchi,kezlev,land
jurchi,or_qapi,land
jurchi,qarasuvbazar,land
jurhen_ui,mitijangazanmo_lake,lake
jurhen_ui,tanggula2,river
jurhen_ui,tanggula3,land
jurhen_ui,ulan_ui_lake,lake
juris,munduruku,river
juris,turas,river
juris,uatuma,river
juris,urubu,river
juris,urucurituba,river
jurm,sar_sang,river
jurm,zebak,river
jurong,lishui_yingtian,land
jurong,liyang,land
jurong,shangyuan,land
jurrah,lawdar,land
jurrah,nisab,land
juru_hoton,kaiyuan_warka,land
juru_hoton,lake_khanka,lake
juru_hoton,shili,land
juru_hoton,yongmingcheng,land
juterbog,liebenwerda,land
juterbog,luckau,land
juterbog,schweinitz,land
juterbog,teltow,land
juterbog,treuenbrietzen,land
juterbog,wittenberg,land
juterbog,zossen,land
juuka,nurmes,river
juuka,pielinen,lake
juuka,rautavaara,land
juxeri,longjing,land
juxeri,musan,river
juxeri,odoli,land
juxeri,sunggari,river
juxeri,yenji,land
juxian,rizhao,land
juxian,shizilu,land
juxian,wulian,land
juxian,yishui,land
juxian,zhucheng,land
juxtlahuaca,oapan,land
juxtlahuaca,ometepec,land
juxtlahuaca,poctlan,land
juxtlahuaca,silacayoapam,land
juxtlahuaca,tillantonco,land
juxtlahuaca,tlachquiauhco,land
juxtlahuaca,tlapan,land
juxtlahuaca,yucundaa,land
juyan_sea,khara_khoto,lake
juyan_sea,naraan_chilaun,lake
juye,yuncheng,land
juyom,kariyan,land
juyom,karzin,land
jyekundo,lab,river
jyekundo,longtang,river
jyekundo,lungsho,land
jyekundo,serkar,river
jyekundo,sharu,river
jyotipur,keonjhar,river
jyotipur,khiching,river
jyskyjarvi,karelia_taiga2,land
jyskyjarvi,lake_nyuk,lake
jyskyjarvi,lake_sredneye_kuyto,lake
jyskyjarvi,lake_topozero,lake
jyskyjarvi,lake_verkhneye_kuyto,lake
jyskyjarvi,paanajarvi,river
jyskyjarvi,rukajarvi,river
jyskyjarvi,tunkuo,river
jyskyjarvi,uhtuo,river
jyvaskyla,kangasniemi,land
jyvaskyla,orivesi,land
jyvaskyla,paijanne,lake
jyvaskyla,saarijarvi,river
jyvaskyla,sysma,river
k_alii_xkalaan,lax_kw_alaams,port
k_alii_xkalaan,nisga_a,land
k_alii_xkalaan,saanya,river
k_alii_xkalaan,tahltan_forest,land
k_enakatnu,matanuska,land
k_enakatnu,susitna,river
k_enakatnu,tyonek,river
k_enakatnu,ursus_cove,port
k_omoks,ma_amtagila,river
k_omoks,pentlatch,river
k_omoks,yuquot,river
ka_aub,taung,river
ka_aub,thaba_nchu,land
ka_u,kaalualu_bay,port
ka_u,kealakio_bay,port
ka_u,kona,river
ka_u,mauna_loa,land
kaa,khatgal,land
kaa,lake_dood_tsagaan,lake
kaabu,kabakama,river
kaabu,salemata,river
kaabu,tuba,river
kaaguy_jehasapa,kaarendy,land
kaaguy_jehasapa,kyyindy,river
kaaguy_jehasapa,nemby,river
kaaguy_jehasapa,tsiripa,land
kaaguy_jehasapa,ygana,land
kaalualu_bay,kealakio_bay,sea
kaalualu_bay,kumukahi_cape,sea
kaapiuara,paranabuku,land
kaapiuara,piaui,land
kaapiuara,piaui_jungle,land
kaapor,kururupu,river
kaapor,saraua_jungle,river
kaapor,tupinamba,river
kaapor,turiacu_bay,port
kaarendy,mbya,river
kaarendy,takuru_puku,river
kaarendy,ygana,river
kaarendy,yguazu,river
kaaysara,mel_point,port
kaaysara,monxoro,river
kaaysara,paiaco,land
kaaysara,pititinga_coast,port
kaaysara,potiguara,river
kaaysara,tourinhos_coast,port
kaba,kirina,river
kaba,narena,river
kaba,niagassola,land
kaba,niani,river
kaba,siguiri,river
kabacan,kalagan,land
kabacan,kalalaw,river
kabacan,minduso,river
kabacan,tagloc,land
kabachischi,kozmodemyansk,river
kabachischi,morki,land
kabachischi,tsivilsk,river
kabachischi,yoshkar_ola,land
kabafa,kuitonga,land
kabafa,kuneni,land
kabafa,malanji,land
kabafa,marimba,land
kabafa,mumbos,land
kabakama,kodiam,land
kabakama,salemata,river
kabakama,sutuko,river
kabakama,wassu,river
kabakty,karatobe_mangyshlak,land
kabakty,ketik_kala,river
kabakty,kyzylkala,land
kabambare,kibanga,river
kabambare,lambo,river
kabambare,lukuga,river
kabambare,lussuna,river
kabambare,miketo,river
kabambare,moana_kassongo,river
kabambare,sikasingo,river
kabango,karunga,land
kabango,okavango,river
kabango,ombongo,river
kabango,omuskira,river
kabango,ondonga,river
kabara,timbuktu,land
kabara_atoll,koro_sea,port
kabara_atoll,lua_ridge_2,port
kabara_atoll,moce_coast,port
kabara_atoll,vatulele_coast,port
kabebe,lubudi,river
kabebe,mussumba,river
kabebe,pimpu,river
kabebe,umballa,land
kabeka,pacaca,river
kabeka,tariaca,river
kabeka,tortuguero_coast,port
kabikabi,kalkadoon,river
kabikabi,mayi_kutuna,river
kabikabi,mayi_thakurti,river
kabikabi,mayi_yapi,river
kabikabi,wakabunga,land
kabinakagami,mattawishkwia,land
kabinakagami,missinaibi,land
kabinakagami,nagagami,land
kabinakagami,wawa_uplands,land
kabinda,katanga,river
kabinda,kitungula,land
kabinda,kushita,river
kabinda,muana,river
kabinda,mulilimu,river
kabinda,ntenke,river
kabishi,nambikuara,river
kabishi,oquiriquia_forest,river
kabishi,saraveka,river
kabixi,marmainde,river
kabixi,nambikuara,river
kabixi,parecis,river
kaboudia_cape,kerkennah_islands,sea
kaboudia_cape,lampedusa_island,sea
kaboudia_cape,mahdia,port
kaboudia_cape,sfaqes,port
kaboudia_cape,sidi_fredj,port
kabsoru,towing,land
kabsoru,uri,river
kabul,kohi_safi,land
kabul,logar,land
kabul,paropamisus_mountains3,land
kabul,paropamisus_mountains6,land
kabul,tora_bora_mountains,land
kabunda,kabuta,river
kabunda,kafimbi,river
kabunda,kala,river
kabunda,lake_tanganyika,lake
kabunda,mpanda,river
kabunda,nyena_kapemba,river
kabuta,kafimbi,land
kabuta,lake_tanganyika,lake
kabuta,moma_katwoi,land
kabuta,mwangulla,river
kabyrga,karaturgay,land
kabyrga,sarykopa,land
kabyrga,saryozen,land
kabyrga,turgay,land
kabyrga,zhaldama,land
kachemak,kenai,river
kachemak,nanwalek,river
kachemak,ursus_cove,port
kachi,rupharupha,river
kachi,shunte_jungle,land
kachi,solimoes_amazon_jungle,river
kachug,onguren,river
kachug,osinsky,land
kachug,ul_kan,land
kachug,zhigalovo,river
kadavu_atoll,kandavu,river
kadavu_atoll,kandavu_passage,port
kadavu_atoll,malolo_coast,port
kadavu_atoll,vatulele_coast,port
kadey,mambere,river
kadey,sangha,river
kadibek,stanitsa_kokchetavskaya,lake
kadibek,staroye,lake
kadinbola,kalala_kazemba,river
kadinbola,kassai,river
kadinbola,katende,river
kadinbola,masiko,land
kadinbola,muconda,river
kadinbola,sakambunje,river
kadinga,kassai,river
kadinga,mussumba,river
kadinga,nguff,river
kadinga,shana_bukanda,river
kadiri,medanapalle,land
kadiri,nandagiri,land
kadiri,palasamudram,land
kadiri,penukonda,land
kadiri,rayachoti,land
kadiri,vempalle,land
kaditshwene,mapungubwe,land
kaditshwene,mghumbhani,land
kaditshwene,tzaneen,land
kadiweu,nioac,land
kadiweu,pantanal_forest,river
kadiweu,pantanal_swamp,river
kadiweu,piripucu,river
kadjerong,reveley_shore,port
kadjerong,yiiji,river
kadkan,khorasan_mountains2,land
kadkan,nishapur,land
kadkan,pivehzhan,land
kadkan,zaveh,land
kadokura_cape,kumage_oosumi,port
kadokura_cape,nagata_cape,sea
kadokura_cape,sata_cape,sea
kadokura_cape,shibushi_bay,sea
kadom,sarov,land
kadom,temnikov,river
kadom,zubova_polyana,land
kadu,nawu,river
kadu,nonga,land
kadu,smoky_bay,port
kadugli,kaka,land
kadugli,nuba_sud,land
kadugli,teqali,land
kadur,magadi,land
kadur,shimoga,river
kadur,sringeri,river
kadykchan,kontrand_ya,land
kadykchan,neksikan,land
kadykchan,orotuk,land
kadykchan,tokichan,land
kadyy,korenevo,river
kadyy,nikolo_dor,land
kadyy,ostrovskoye,river
kadyy,unzha,river
kadyy,yuryev_povolzhsk,river
kaedi,matam,river
kaedi,nguidjilone,river
kaedi,salde,river
kaedi,silla,land
kaedi,south_erg_amatlich,land
kaesong,kanghwa_bay,port
kaesong,papyeong,river
kaesong,pyeongju,land
kaesong,tosan,river
kaeti,muyu,river
kaeti,tsaukambo,river
kaeti,zimakani_jungle,river
kaf,qurayyat_al_milh,land
kaf,syrian_desert1,land
kaf,syrian_desert2,land
kafaila,kalassa,river
kafaila,kaluba,river
kafaila,katanga,land
kafaila,kinyama,river
kafaila,kua_luziga,land
kafaila,mulilimu,river
kafartab,khanaser,land
kafartab,marrat,land
kafartab,masyaf,river
kaffa,kaffa_bay,port
kaffa,soldaia,river
kaffa,solkhat,river
kaffa,syvash_lagoon,lake
kaffa,syvash_sand_bar,river
kaffa,vosporo,river
kaffa_bay,strait_kerch,sea
kaffa_bay,tsemess_bay,sea
kaffa_bay,vosporo,port
kafia_kinji,said_bundas,river
kafia_kinji,shakka,river
kafia_kinji,wau,river
kafima,karunga,land
kafima,ondjiva,land
kafima,ondonga,land
kafimbi,lake_mweru_wantipa,lake
kafimbi,mlungo,river
kafimbi,moma_katwoi,river
kafimbi,nyena_kapemba,river
kafr_saqr,mansoura,river
kafr_saqr,qalyub,river
kafr_saqr,samanoud,river
kafr_saqr,ushmum_tannah,river
kafsanji,kakoba,river
kafsanji,lubalo,river
kafsanji,makunda,river
kafsanji,mumbos,river
kafsanji,tala_mugongo,river
kafuta,mabunda,river
kafuta,sesheke,river
kaga,kaga_coast,port
kaga,kamioono,land
kaga,mount_haku,land
kaga,nomi,river
kaga,noto_jap,river
kaga,tonami,land
kaga_coast,nomi,port
kaga_coast,noto_coast,sea
kaga_coast,noto_jap,port
kaga_coast,sakai_echizen,port
kaga_coast,sea_of_japan3,sea
kaga_coast,wakasa_bay,sea
kagamil_sland,north_pacific_high_sea56,sea
kagamil_sland,north_pacific_high_sea78,sea
kagamil_sland,seguam_coast1,sea
kagawask,kinosheo,land
kagawask,kwetabohigan,river
kagawask,mesagami,land
kagawask,moosonee,river
kagawask,wapiskau,land
kagawask,wawiyastan,river
kagaye,lake_victoria,lake
kagaye,north_wembere,river
kagaye,nyamwezi,land
kagaye,sumbwa,land
kagaye,west_wembere,land
kaghasuq,kegum_kagati_lake,lake
kaghasuq,kinak_bay,port
kaghasuq,kwigilingoq,river
kaghasuq,niugtaq,river
kaghasuq,nunapichuq,land
kaghasuq,tununaq,river
kaghasuq,yukkhana,river
kagianagami,makokibatan,river
kagianagami,ogoki,river
kagianagami,ogoki_lake,lake
kagianagami,ogoki_uplands,river
kagianagami,ombabika,land
kagiwigwan,shingwako,river
kagiwigwan,tipsinah,land
kagiwigwan,wabezi,river
kagizman,karasu_aras_mountains,river
kagizman,kars,land
kagizman,kars_mountains_1,land
kagizman,kars_mountains_2,river
kagizman,kars_mountains_3,land
kagizman,surmali,river
kagoma,kazaidi,land
kagoma,kuzinde,river
kagoma,msassa,river
kagoma,mukurru_bunkela,river
kagoshima,kuwabara,river
kagoshima,noma_cape,port
kagoshima,sata_cape,port
kagoshima,satsuma,river
kagyrgyn,otrozhny,river
kagyrgyn,ujvyn,river
kahak,lake_namak,lake
kahak,maranjab,river
kahak,neyasar,land
kahak,qom,river
kahak,varamin,river
kahan,rakni,land
kahan,siwi,land
kahan,suleiman_range_2,land
kahan,suleiman_range_3,land
kahan,suleiman_range_6,land
kahari,kaiyuan_warka,land
kahari,mulun,land
kahari,ningguta,river
kahari,odoli,river
kahari,yenji,river
kaharlyk,kaniv,river
kaharlyk,kyiv,river
kahayan,kahayan_hilir,river
kahayan,kapuas,land
kahayan,katingan,land
kahayan,kuripan,land
kahayan,rungan,land
kahayan,sabangau,land
kahayan_hilir,kuripan,river
kahayan_hilir,mendawai,river
kahayan_hilir,sabangau,land
kahayan_hilir,sampit_bay,port
kahiltna,paxson,land
kahinga,kamimbe,river
kahinga,loamba,land
kahinga,nkata,river
kahinga,sitanda,river
kahinga,soba_gawe,river
kahlur,kutlehar,river
kahlur,mandi,land
kahlur,palampur,land
kahlur,rahon,river
kahlur,sirhind,river
kahlur,soonpur,land
kahlur,suket,river
